YEAR,DMCODE,New_DIST,NEW_MANDAL,June,July,August,September,Rainy Day,No Rain,Very Light,Light,Moderate,Heavy,Very Heavy,Extremely Heavy
2017,2211,Hyderabad,Asifnagar,168.1,162.95,258.6,139.8,44,57,21,30,12,2,0,0
2017,2212,Hyderabad,Golkonda,162.81,131.08,267.02,118.5,46,57,19,33,11,2,0,0
2017,2213,Hyderabad,Bahadurpura,191.65,182.85,255.65,123.4,44,60,18,29,13,2,0,0
2017,2214,Hyderabad,Bandlaguda,172.65,161.3,252.7,122.75,41,58,23,26,14,1,0,0
2017,2215,Hyderabad,Charminar,226.05,207.7,343.65,127.7,45,45,32,26,18,0,1,0
2017,2216,Hyderabad,Saidabad,247.5,191.5,318.9,127.5,40,63,19,21,17,2,0,0
2017,2301,Rangareddy,Shankarpalle,196.78,153.76,112.89,131.25,45,43,34,32,13,0,0,0
2017,2302,Rangareddy,Serilingampally,153.7,171.76,203.5,185.3,34,60,28,20,11,3,0,0
2017,2303,Rangareddy,Gandipet,219.4,155.7,154.3,137.6,35,67,20,22,12,1,0,0
2017,2304,Rangareddy,Rajendranagar,186.95,138.3,158.2,157.65,41,67,14,31,10,0,0,0
2017,2305,Rangareddy,Balapur,196.6,156.5,208.5,104.2,40,48,34,24,16,0,0,0
2017,2306,Rangareddy,Saroornagar,163.6,157.59,222.4,105.2,38,60,24,22,15,1,0,0
2017,2307,Rangareddy,Hayathnagar,198.85,166.45,179.5,192.3,44,54,24,28,15,1,0,0
2017,2308,Rangareddy,Abdullapurmet,190.05,187,169.1,115.2,41,68,13,28,11,2,0,0
2017,2309,Rangareddy,Ibrahimpatnam,166.65,106.64,152.41,110.25,43,35,44,35,7,1,0,0
2017,2310,Rangareddy,Manchal,95.17,103.34,144.13,122.66,37,34,51,28,9,0,0,0
2017,2311,Rangareddy,Yacharam,200.55,86.29,136.1,135.26,37,53,32,28,8,1,0,0
2017,2312,Rangareddy,Madgul,196,95.76,93.98,58.98,33,77,12,23,10,0,0,0
2017,2313,Rangareddy,Amangal,158.2,148.9,90.15,120.05,36,69,17,24,12,0,0,0
2017,2314,Rangareddy,Talakondapalle,157.64,144.71,104.39,47.9,32,37,53,25,7,0,0,0
2017,2315,Rangareddy,Keshampeta,157.68,112.72,142.37,114.89,30,43,49,18,12,0,0,0
2017,2316,Rangareddy,Kadthal,144.95,148.45,95.6,123.5,32,68,22,19,13,0,0,0
2017,2317,Rangareddy,Kandukur,164.2,101,111.05,47.05,32,70,20,23,9,0,0,0
2017,2318,Rangareddy,Maheshwaram,280.2,133.15,94.25,73.8,39,59,24,28,10,1,0,0
2017,2319,Rangareddy,Shamshabad,274.7,135.4,219.8,78.75,41,62,19,29,11,1,0,0
2017,2320,Rangareddy,Moinabad,120.15,171,104.25,160.38,42,41,39,32,10,0,0,0
2017,2321,Rangareddy,Chevella,169.25,114.1,130.75,102.89,35,54,33,24,11,0,0,0
2017,2322,Rangareddy,Shabad,214.05,85.6,79.85,136.5,40,75,7,30,10,0,0,0
2017,2323,Rangareddy,Kothur,198.45,85.75,98.5,82,33,63,26,23,10,0,0,0
2017,2324,Rangareddy,Nandigam,232.2,92.9,108.9,120.4,34,74,14,21,12,1,0,0
2017,2325,Rangareddy,Farooqnagar,239.9,127.2,93.03,101.68,40,64,18,27,13,0,0,0
2017,2326,Rangareddy,Kondurg,327,117.3,112.8,210.9,42,63,17,29,12,0,1,0
2017,2327,Rangareddy,Chowdergudem,273.2,70.8,101.7,182.2,26,95,1,15,10,0,1,0
2017,2401,Vikarabad,Marpalle,126.8,72.6,114.5,108.1,33,70,19,24,9,0,0,0
2017,2402,Vikarabad,Mominpet,187.2,138.25,120.75,82.4,39,48,35,31,8,0,0,0
2017,2403,Vikarabad,Nawabpet,227.2,132.65,60.5,121.6,35,81,6,21,14,0,0,0
2017,2404,Vikarabad,Vikarabad,177.41,170.27,167.6,145.83,40,51,31,24,16,0,0,0
2017,2405,Vikarabad,Pudur,180.81,124.71,197.6,93.57,38,46,38,24,14,0,0,0
2017,2406,Vikarabad,Pargi,158.48,70.8,76.51,74.54,27,54,41,21,6,0,0,0
2017,2407,Vikarabad,Kulkacharla,187.54,110.46,144.62,170.57,41,31,50,24,17,0,0,0
2017,2408,Vikarabad,Doma,193.9,105.95,156,137.65,39,53,30,25,14,0,0,0
2017,2409,Vikarabad,Bomraspeta,83.72,56.81,39.91,84.08,21,50,51,18,3,0,0,0
2017,2410,Vikarabad,Dharur,129,112.3,157.15,115.65,43,53,26,33,10,0,0,0
2017,2411,Vikarabad,Kotepally,144,110.2,116.9,104,34,76,12,24,10,0,0,0
2017,2412,Vikarabad,Bantwaram,129.95,128.98,126.25,125.83,36,45,41,24,12,0,0,0
2017,2413,Vikarabad,Peddemul,92.3,78.45,109.3,59,28,55,39,21,7,0,0,0
2017,2414,Vikarabad,Tandur,235.5,60.9,191.3,139.75,38,62,22,26,10,2,0,0
2017,2415,Vikarabad,Basheerabad,217.38,71.15,139.1,156.04,32,59,31,20,11,0,1,0
2017,2416,Vikarabad,Yelal,260.68,69.3,112.21,127.89,33,27,62,22,10,1,0,0
2017,2417,Vikarabad,Kodangal,170.35,67,94.35,199.15,31,69,22,20,10,1,0,0
2017,2418,Vikarabad,Doulatabad,179.65,92.05,206.95,160.65,35,69,18,21,14,0,0,0
2017,2501,Mahabubnagar,Damaragidda,212.29,81.12,211.37,180.37,34,58,30,17,16,1,0,0
2017,2502,Mahabubnagar,Narayanpet,217.83,92.59,138.06,208.14,41,37,44,28,12,1,0,0
2017,2503,Mahabubnagar,Utkoor,154.9,70.75,150.02,209.64,38,40,44,25,13,0,0,0
2017,2504,Mahabubnagar,Maganoor,249.65,44.85,235.9,379.7,48,58,16,29,16,3,0,0
2017,2505,Mahabubnagar,Krishna,104.3,32.7,162.8,268.2,30,69,23,20,9,1,0,0
2017,2506,Mahabubnagar,Makthal,150.42,56.7,187.87,204.72,47,43,32,35,12,0,0,0
2017,2507,Mahabubnagar,Narva,187.35,60.3,192.85,150.7,43,55,24,30,12,1,0,0
2017,2508,Mahabubnagar,Chinna_Chintha_Kunta,98.88,114.23,116.62,150.72,37,48,37,25,12,0,0,0
2017,2509,Mahabubnagar,Marikal,273.5,111.5,164.7,244.8,39,60,23,22,16,1,0,0
2017,2510,Mahabubnagar,Dhanwada,229.7,95.15,164.55,251.75,40,47,35,26,13,1,0,0
2017,2511,Mahabubnagar,Koilkonda,98.48,126.17,109.17,92.67,36,42,44,28,8,0,0,0
2017,2512,Mahabubnagar,Maddur,234.05,66.4,121.2,110,32,73,17,21,11,0,0,0
2017,2513,Mahabubnagar,Kosgi,226.99,92.87,157.26,175.47,38,59,25,24,13,1,0,0
2017,2514,Mahabubnagar,Gandeed,190.2,105.74,148.87,207.35,41,43,38,26,15,0,0,0
2017,2515,Mahabubnagar,Hanwada,103.15,105.75,86.95,171.95,32,68,22,23,9,0,0,0
2017,2516,Mahabubnagar,Mahabubnagar_Rural,65.7,187.4,109.9,149.4,37,63,22,26,11,0,0,0
2017,2517,Mahabubnagar,Devarkadara,37.8,180.6,192.5,183.05,36,53,33,22,14,0,0,0
2017,2518,Mahabubnagar,Addakal,118.45,124.8,138.25,143.1,34,56,32,23,11,0,0,0
2017,2519,Mahabubnagar,Musapet,127.4,139.9,149.3,145,42,56,24,31,11,0,0,0
2017,2520,Mahabubnagar,Bhoothpur,80.43,122.28,105.15,175.31,34,31,57,23,11,0,0,0
2017,2521,Mahabubnagar,Mahabubnagar_Urban,95.95,134.62,167.88,174.93,43,48,31,31,11,1,0,0
2017,2522,Mahabubnagar,Nawabpet,120.5,113.35,177.4,67.59,35,53,34,26,9,0,0,0
2017,2523,Mahabubnagar,Balanagar,88.95,92.55,121.84,114.27,38,52,32,31,7,0,0,0
2017,2524,Mahabubnagar,Rajapur,36.8,93,120.9,65.3,32,50,40,27,5,0,0,0
2017,2525,Mahabubnagar,Jadcherla,181.3,118.2,115.3,100.4,34,74,14,27,6,1,0,0
2017,2526,Mahabubnagar,Midjil,140.87,101.23,84.95,171.93,32,40,50,22,9,1,0,0
2017,2601,Jogulamba-Gadwal,Kaloor_Timmanadoddi,167.4,53.6,208.4,226.5,38,77,7,24,13,1,0,0
2017,2602,Jogulamba-Gadwal,Dharur,181.46,55.08,146.18,134.52,33,47,42,24,9,0,0,0
2017,2603,Jogulamba-Gadwal,Gadwal,184.6,75.48,138.36,126.66,40,67,15,28,12,0,0,0
2017,2604,Jogulamba-Gadwal,Itikyal,111.34,58.65,269.55,173.89,37,48,37,24,12,1,0,0
2017,2605,Jogulamba-Gadwal,Maldakal,115.4,77.02,155.49,136.78,42,35,45,33,9,0,0,0
2017,2606,Jogulamba-Gadwal,Ghattu,178.35,81.1,169.85,60.4,35,74,13,24,10,1,0,0
2017,2607,Jogulamba-Gadwal,Aiza,132.28,47.65,121.93,113.97,27,56,39,20,7,0,0,0
2017,2608,Jogulamba-Gadwal,Rajoli,70.4,39.1,183.6,112.4,34,61,27,25,9,0,0,0
2017,2609,Jogulamba-Gadwal,Waddepalle,178.45,49.25,230.4,125.4,35,65,22,22,13,0,0,0
2017,2610,Jogulamba-Gadwal,Manopad,154.8,93.8,233.4,133.2,40,38,44,26,14,0,0,0
2017,2611,Jogulamba-Gadwal,Undavelli,140.75,92.85,198.75,125.2,39,42,41,25,14,0,0,0
2017,2612,Jogulamba-Gadwal,Alampur,64.1,132.7,110.4,132.35,32,81,9,21,11,0,0,0
2017,2701,Wanaparthy,Amarchinta,99.7,88.2,128.7,89.9,46,55,21,43,3,0,0,0
2017,2702,Wanaparthy,Madanapur,93.8,149,150.3,97.1,33,65,24,21,12,0,0,0
2017,2703,Wanaparthy,Peddamandadi,102.75,118.55,104.8,138.1,40,53,29,30,10,0,0,0
2017,2704,Wanaparthy,Ghanpur,116.57,148.91,144.12,89.48,40,39,43,32,8,0,0,0
2017,2705,Wanaparthy,Gopalpeta,124.55,138.45,110.15,100.05,43,27,52,37,6,0,0,0
2017,2706,Wanaparthy,Revelly,76.6,123.6,84,99,34,55,33,28,6,0,0,0
2017,2707,Wanaparthy,Pangal,94.86,115.88,166.28,86.09,33,10,79,24,9,0,0,0
2017,2708,Wanaparthy,Wanaparthy,71.4,141.35,162.2,96.2,46,63,13,37,9,0,0,0
2017,2709,Wanaparthy,Kothakota,110.63,162.04,141.23,107.42,42,47,33,29,13,0,0,0
2017,2710,Wanaparthy,Atmakur,151,84.6,191.6,181.5,44,66,12,33,11,0,0,0
2017,2711,Wanaparthy,Pebbair,72.2,104.7,202.45,163.75,38,56,28,27,11,0,0,0
2017,2712,Wanaparthy,Srirangapur,117.9,109,185.8,108,35,74,13,24,10,1,0,0
2017,2713,Wanaparthy,Veepangandla,94.45,144.55,171.35,98.8,38,60,24,28,10,0,0,0
2017,2714,Wanaparthy,Chinnambavi,152.9,166.1,279.6,105.9,42,66,14,27,14,1,0,0
2017,2801,Nagarkurnool,Thimmajipeta,213.2,75.85,136,169.6,35,68,19,24,10,1,0,0
2017,2802,Nagarkurnool,Bijinapalle,84.44,116.4,99.98,72.97,32,37,53,24,8,0,0,0
2017,2803,Nagarkurnool,Nagar_Kurnool,70.2,76.11,58.11,97.15,34,32,56,29,5,0,0,0
2017,2804,Nagarkurnool,Tadoor,152.4,78,98.5,95.3,30,67,25,21,9,0,0,0
2017,2805,Nagarkurnool,Urkonda,92,43.3,75.4,190.6,17,98,7,10,6,1,0,0
2017,2806,Nagarkurnool,Veldanda,181.7,68.8,78.4,101.35,32,81,9,24,8,0,0,0
2017,2807,Nagarkurnool,Charakonda,49.6,68.6,54.9,98.3,25,75,22,22,3,0,0,0
2017,2808,Nagarkurnool,Vangoor,64.1,57.2,83.85,144,27,76,19,20,7,0,0,0
2017,2809,Nagarkurnool,Kalwakurthy,125.11,86.12,101.31,83.14,33,29,60,27,6,0,0,0
2017,2810,Nagarkurnool,Telkapalle,126.15,108.13,98.81,122.71,38,42,42,33,4,1,0,0
2017,2811,Nagarkurnool,Uppunuthala,121.78,71.75,67.42,99.46,32,35,55,27,5,0,0,0
2017,2812,Nagarkurnool,Achampet,172.05,79.2,97.94,159.98,30,59,33,17,13,0,0,0
2017,2813,Nagarkurnool,Amrabad,135.15,42,135.1,153.55,38,49,35,29,9,0,0,0
2017,2814,Nagarkurnool,Padra,101.5,38.45,66.55,127.65,27,77,18,23,4,0,0,0
2017,2815,Nagarkurnool,Balmoor,79.71,81.08,101.54,93.6,32,63,27,25,7,0,0,0
2017,2816,Nagarkurnool,Lingal,99.3,123.1,156.35,257.05,36,54,32,20,14,2,0,0
2017,2817,Nagarkurnool,Peddakothapalle,74.73,170.93,182.98,99.63,44,29,49,31,13,0,0,0
2017,2818,Nagarkurnool,Kodair,51.2,98.9,175.1,92.65,38,54,30,29,9,0,0,0
2017,2819,Nagarkurnool,Kollapur,77.25,137.85,184.2,133.1,38,56,28,27,11,0,0,0
2017,2820,Nagarkurnool,Pentlavelli,24.7,39.4,185,71.7,24,95,3,17,7,0,0,0
2017,2901,Nalgonda,Chityala,132.9,68.15,79.45,170.5,34,68,20,23,10,1,0,0
2017,2902,Nalgonda,Narketpalle,152.89,109.9,115.06,272.12,43,47,32,32,10,1,0,0
2017,2903,Nalgonda,Kattangoor,117.9,87.53,185.26,196.29,34,50,38,23,11,0,0,0
2017,2904,Nalgonda,Saligouraram,151,90.7,196.65,192.25,33,70,19,15,18,0,0,0
2017,2905,Nalgonda,Nakrekal,172.3,140.75,305.9,195.3,43,64,15,25,16,2,0,0
2017,2906,Nalgonda,Kethepalle,147,158.45,216.55,112.85,37,61,24,27,9,1,0,0
2017,2907,Nalgonda,Thipparthi,55.69,129.8,207.37,135.19,33,49,40,23,10,0,0,0
2017,2908,Nalgonda,Nalgonda,135.76,96.99,165.35,254.68,31,42,49,17,13,1,0,0
2017,2909,Nalgonda,Kangal,79.3,123.7,186.3,182.65,34,56,32,24,9,1,0,0
2017,2910,Nalgonda,Munugode,198.3,127.5,166.55,160.7,29,27,66,16,12,1,0,0
2017,2911,Nalgonda,Chandur,225.1,157.51,153.82,238.8,39,57,26,29,7,2,1,0
2017,2912,Nalgonda,Marriguda,112.72,112.79,72.86,170.09,29,66,27,18,11,0,0,0
2017,2913,Nalgonda,Chinthapalle,174.77,93.94,76.82,141.05,39,64,19,32,6,1,0,0
2017,2914,Nalgonda,Nampalle,200.96,80.8,84.57,145.57,27,41,54,16,11,0,0,0
2017,2915,Nalgonda,Gurrampode,164.05,85.2,73.55,126.87,25,58,39,13,12,0,0,0
2017,2916,Nalgonda,Anumula_Haliya,54.5,107.3,103.87,136.05,22,67,33,14,8,0,0,0
2017,2917,Nalgonda,Nidamanur,82.6,79.07,164.73,320.81,30,72,20,22,5,2,1,0
2017,2918,Nalgonda,Thripuraram,106.6,174.33,195.6,123.94,40,57,25,29,11,0,0,0
2017,2919,Nalgonda,Madugulapally,165.2,209.7,205,183.8,45,63,14,28,16,1,0,0
2017,2920,Nalgonda,Vemulapalle,138.25,197.35,227.3,83.6,33,66,23,17,15,1,0,0
2017,2921,Nalgonda,Miryalaguda,143.02,113.84,182.97,87.07,30,79,13,22,7,1,0,0
2017,2922,Nalgonda,Damaracherla,82.64,116.76,128.86,112.57,36,57,29,28,8,0,0,0
2017,2923,Nalgonda,Adavi Devula Palli,99.7,116.7,148,148.3,31,74,17,21,10,0,0,0
2017,2924,Nalgonda,Tirumalagiri_Sagar,85.9,77.6,122.1,149.9,30,58,34,22,8,0,0,0
2017,2925,Nalgonda,Peddavura,72.59,52.7,100.76,97.92,22,71,29,15,7,0,0,0
2017,2926,Nalgonda,Pedda_Adiserlapalle,87.46,65.21,127.6,131.81,32,59,31,23,9,0,0,0
2017,2927,Nalgonda,Neredugommu,127.4,29.4,63.3,155.8,19,89,14,11,8,0,0,0
2017,2928,Nalgonda,Kondamallapally,118,84,108.8,105.2,38,75,9,30,8,0,0,0
2017,2929,Nalgonda,Devarakonda,123.75,74.72,117.16,101.03,42,52,28,35,7,0,0,0
2017,2930,Nalgonda,Gundlapalle,96.01,55.3,96.94,81.52,33,56,33,30,3,0,0,0
2017,2931,Nalgonda,Chandampet,159.51,46.94,95.77,137.72,33,56,33,23,10,0,0,0
2017,3001,Suryapet,Nagaram,155.2,176.7,189,122,34,81,7,21,12,1,0,0
2017,3002,Suryapet,Thirumalagiri,141.4,177.7,177.95,205.65,45,61,16,31,14,0,0,0
2017,3003,Suryapet,Thungathurthi,176.8,196,181.8,142.5,41,47,34,23,18,0,0,0
2017,3004,Suryapet,Maddirala,107.4,182,149.4,62.9,33,81,8,22,11,0,0,0
2017,3005,Suryapet,Noothankal,204.7,150.2,157.5,47,33,35,54,23,10,0,0,0
2017,3006,Suryapet,Jajireddigudem,223.2,97.05,198.7,132.9,31,78,13,18,12,1,0,0
2017,3007,Suryapet,Suryapet,163.34,176.07,224.7,127.46,47,43,32,31,16,0,0,0
2017,3008,Suryapet,Atmakur_S,177.95,122.85,229.7,66.6,36,71,15,24,12,0,0,0
2017,3009,Suryapet,Mothey,110.09,133.35,140.77,34.43,29,41,52,20,9,0,0,0
2017,3010,Suryapet,Chivvemla,174.37,175.9,167.79,52.8,37,65,20,24,13,0,0,0
2017,3011,Suryapet,Penpahad,140.83,165.82,255.8,102.29,39,62,21,25,14,0,0,0
2017,3012,Suryapet,Munagala,194.2,206.55,236.35,188.8,34,69,19,19,11,4,0,0
2017,3013,Suryapet,Nadigudem,149.4,160.3,189.2,160.9,36,61,25,22,13,1,0,0
2017,3014,Suryapet,Ananthagiri,170.25,173.25,181.6,54.3,36,57,29,25,10,1,0,0
2017,3015,Suryapet,Kodad,144.95,223.9,202.3,93.7,44,55,23,29,15,0,0,0
2017,3016,Suryapet,Chilkur,113,197.25,261.05,100.1,38,64,20,24,13,1,0,0
2017,3017,Suryapet,Garidepalle,175.07,142.65,164.58,135.63,30,57,35,19,10,1,0,0
2017,3018,Suryapet,Neredcherla,127.55,149.14,181.14,69.62,35,65,22,22,13,0,0,0
2017,3019,Suryapet,Palakeedu,124.1,152.4,203.6,69.5,37,61,24,24,13,0,0,0
2017,3020,Suryapet,Mattampalle,142.38,128.14,124.43,90.2,27,46,49,16,11,0,0,0
2017,3021,Suryapet,Huzur Nagar,146.1,143.4,193.6,169.1,40,56,26,28,12,0,0,0
2017,3022,Suryapet,Mellachervu,109.8,138.25,121.3,142.65,28,54,40,19,9,0,0,0
2017,3023,Suryapet,Chinthala Palem,64.8,117.8,98.4,118.8,19,102,1,11,8,0,0,0
2017,3101,Khammam,Singareni,222.65,185.85,212.6,119.55,42,54,26,24,18,0,0,0
2017,3102,Khammam,Kamepalle,250.25,212.75,245.05,175,49,52,21,25,24,0,0,0
2017,3103,Khammam,Raghunadhapalem,223.95,199.35,291.8,143.6,42,52,28,26,15,0,1,0
2017,3104,Khammam,Khammam_Rural,180.75,149.25,279,119.85,37,66,19,21,15,1,0,0
2017,3105,Khammam,Thirumalayapalem,209.98,207.85,254.11,154.35,48,27,47,29,19,0,0,0
2017,3106,Khammam,Kusumanchi,214.05,182,205.75,112.65,37,69,16,19,18,0,0,0
2017,3107,Khammam,Nelakondapalle,135,197.65,273.55,195.1,44,61,17,28,14,2,0,0
2017,3108,Khammam,Mudigonda,176.25,178.53,230.05,114.83,38,57,27,20,18,0,0,0
2017,3109,Khammam,Chinthakani,197.16,218.73,254.2,97.25,38,56,28,22,15,1,0,0
2017,3110,Khammam,Khammam_Urban,215.93,179.57,309.75,104.67,45,52,25,28,16,0,1,0
2017,3111,Khammam,Konijerla,247.99,168.86,293.75,98.21,40,44,38,20,19,1,0,0
2017,3112,Khammam,Enkuru,218.7,240.13,233.32,121.5,44,50,28,22,21,1,0,0
2017,3113,Khammam,Kalluru,244.15,194.55,198.3,91.7,42,59,21,27,15,0,0,0
2017,3114,Khammam,Penuballi,233.68,196.61,262.93,118.77,49,50,23,29,20,0,0,0
2017,3115,Khammam,Sathupalle,275.36,243.17,321.11,100.16,47,24,51,22,25,0,0,0
2017,3116,Khammam,Vemsoor,265.3,240.35,249.7,135.55,45,57,20,24,20,1,0,0
2017,3117,Khammam,Thallada,194.62,198.3,188.71,195.53,47,54,21,25,21,1,0,0
2017,3118,Khammam,Wyra,165.55,166.18,148.3,91.37,36,25,61,25,11,0,0,0
2017,3119,Khammam,Bonakal,204.7,195.75,260.75,223.1,41,59,22,23,16,2,0,0
2017,3120,Khammam,Madhira,228.27,198.43,206.74,64.17,43,35,44,29,12,2,0,0
2017,3121,Khammam,Yerrupalem,307.35,244.9,188.7,91.45,43,53,26,24,18,1,0,0
